RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,48
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RR        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,58
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;SE        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SP        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,36
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AC        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AC        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,2
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AL        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,51
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AM        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,61
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AP        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,58
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;BA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,57
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;CE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;ES        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,26
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;GO        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,11
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MG        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MS        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PA        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,85
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PB        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,88
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,56
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PI        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,7
RAIZ DE MANDIOCA         ;DE MESA             ;11489;PR        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,3
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;PR        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RJ        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,16
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RJ        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RN        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,75
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RR        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,57
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;SE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,63
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,37
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AC        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AC        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,2
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AL        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AM        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,38
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AP        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;BA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,55
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;CE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;ES        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,23
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,1
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MG        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MS        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PA        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,85
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PB        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,88
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,54
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PI        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,71
RAIZ DE MANDIOCA         ;DE MESA             ;11489;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,54
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RJ        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,58
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RJ        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,38
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RN        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,75
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,48
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RR        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,26
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;SE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,64
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AC        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AC        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,26
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AL        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AM        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,36
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AP        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,7
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;BA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,54
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;CE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;ES        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,23
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;GO        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,15
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MG        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,53
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MS        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PA        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,83
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PB        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,88
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,59
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PI        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,77
RAIZ DE MANDIOCA         ;DE MESA             ;11489;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,25
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,54
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RJ        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,33
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RJ        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,1
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RN        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,71
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RO        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,48
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RR        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,9
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SC        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,58
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;SE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,69
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SP        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AC        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,64
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AC        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AL        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,47
RAIZ DE MANDIOCA         ;DE MESA             ;11489;AM        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,75
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;AP        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,7
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;BA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,57
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;CE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;ES        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,21
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,03
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,58
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;MS        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PA        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,87
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PB        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,9
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,6
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;PI        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,71
RAIZ DE MANDIOCA         ;DE MESA             ;11489;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,3
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RJ        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,25
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RJ        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,35
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RN        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,71
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;RO        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,48
RAIZ DE MANDIOCA         ;DE MESA             ;11489;RR        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,59
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SC        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,53
RAIZ DE MANDIOCA         ;PARA FARINHA        ;11240;SE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,69
RAIZ DE MANDIOCA         ;INDÚSTRIA           ;14214;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
RAMPA PARA LAVAGEM       ;NÃO INFORMADO       ;12115;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26723,68
RAMPA PARA LAVAGEM       ;NÃO INFORMADO       ;12115;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
RAMPA PARA LAVAGEM       ;NÃO INFORMADO       ;12115;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
RAMPA PARA LAVAGEM       ;NÃO INFORMADO       ;12115;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;29200,0
RAMPA PARA LAVAGEM       ;NÃO INFORMADO       ;12115;RS        ;SUL            ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;23327,0
RASA                     ;28 KG               ;12297;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;52,0
RASA                     ;14 KG               ;14091;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;20,0
RASPADOR                 ;PARA SERINGUEIRO    ;13901;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;29,0
RASPADOR                 ;PARA SERINGUEIRO    ;13901;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;10,0
RASPADOR                 ;PARA SERINGUEIRO    ;13901;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;12,0
RASTELO                  ;NÃO INFORMADO       ;5547;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;40,0
RASTELO                  ;NÃO INFORMADO       ;5547;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;47,0
RAUBTIER                 ;INSETICIDA BIOLOGICO;14210;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;275,0
REBOQUE                  ;UM EIXO 16000 LITROS;12565;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;239800,0
REBOQUE DE CARGAS PARA AU;160 KG              ;11681;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2500,0
RECOLHEDORA              ;FEIJÃO MIAC DOUBLE M;10850;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;285000,0
RECOLHEDORA              ;CAFÉ MIAC           ;10852;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;145000,0
RECOLHEDORA              ;NÃO INFORMADO       ;5833;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;187000,0
RECOLHEDORA              ;FEIJÃO MIAC DOUBLE M;10850;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;285000,0
RECOLHEDORA              ;FEIJÃO MIAC DOUBLE M;13783;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;187000,0
RECOLHEDORA              ;FEIJÃO MIAC DOUBLE M;10850;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;250000,0
RECOP                    ;840 G/KG OXICLORETO ;15174;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;80,0
RECOP                    ;840 G/KG OXICLORETO ;15174;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;69,9
RECOP                    ;840 G/KG OXICLORETO ;15174;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;91,13
RECOP                    ;NÃO INFORMADO       ;12735;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;91,13
RECOP                    ;NÃO INFORMADO       ;12735;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;44,97
RECOP                    ;840 G/KG OXICLORETO ;15174;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;90,0
REDE ELETRICA            ;ALTA TENSÃO         ;6309;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REDE ELETRICA            ;BAIXA TENSÃO        ;6310;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REDE ELETRICA            ;COM TRANSFORMADOR DE;14923;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;25783,0
REDE ELETRICA            ;ALTA TENSÃO         ;6309;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REDE ELETRICA            ;BAIXA TENSÃO        ;6310;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REDE ELETRICA            ;ALTA TENSÃO         ;6309;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REDE ELETRICA            ;ALTA TENSÃO         ;6309;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REDSHIELD                ;750                 ;14401;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;95,0
REDUTOR DE PH            ;NÃO INFORMADO       ;11784;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;60,0
REDUTOR DE PH            ;NÃO INFORMADO       ;11784;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;60,0
REDUTOR DE PH            ;NÃO INFORMADO       ;11784;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;66,0
REDUTOR DE PH            ;NÃO INFORMADO       ;11784;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;45,0
REDUTOR DE PH            ;NÃO INFORMADO       ;11784;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;74,66
REFEICAO                 ;RANCHO              ;11621;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEICAO                 ;RANCHO              ;11621;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;520,0
REFEICAO                 ;RANCHO (CAFÉ, AÇÚCAR;14954;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;401,0
REFEITORIO               ;NÃO INFORMADO       ;9069;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REFEITORIO               ;NÃO INFORMADO       ;9069;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
REGENT 20 GR             ;20 G/KG FIPRONIL PIR;8767;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;800,0
REGENT 800 WG            ;800 G/KG FIPRONIL BA;12607;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;950,0
REGENT 800 WG            ;800 G/KG FIPRONIL BA;12607;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;435,21
REGENT 800 WG            ;800 G/KG FIPRONIL BA;12607;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;540,0
REGENT 800 WG            ;800 G/KG FIPRONIL BA;12607;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;377,59
REGLONE                  ;200 G/L DIBROMETO DE;4062;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26,0
REGLONE                  ;200 G/L DIBROMETO DE;4062;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,8
REGLONE                  ;200 G/L DIBROMETO DE;4062;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;34,0
REGLONE                  ;200 G/L DIBROMETO DE;4062;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;30,0
REGLONE                  ;200 G/L DIBROMETO DE;4062;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;27,18
REGLONE                  ;200 G/L DIBROMETO DE;4062;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,43
REGLONE                  ;200 G/L DIBROMETO DE;4062;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;23,24
REGLONE                  ;200 G/L DIBROMETO DE;4062;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,2
REGLONE                  ;200 G/L DIBROMETO DE;4062;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;90,0
REGLONE                  ;200 G/L DIBROMETO DE;4062;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;25,27
REGLONE                  ;200 G/L DIBROMETO DE;4062;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;50,04
REGLONE                  ;200 G/L DIBROMETO DE;4062;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;25,0
