SCORE                    ;250 G/L DIFENOCONAZO;8566;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;68,0
SCORE                    ;250 G/L DIFENOCONAZO;8566;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;138,57
SCORE                    ;250 G/L DIFENOCONAZO;8566;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;146,66
SCORE                    ;250 G/L DIFENOCONAZO;8566;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;166,55
SCORE                    ;NÃO INFORMADO       ;8565;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;139,38
SCORE                    ;250 G/L DIFENOCONAZO;8566;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;98,0
SCORE                    ;250 G/L DIFENOCONAZO;8566;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;145,32
SCORE                    ;NÃO INFORMADO       ;8565;TRÊS CACHOEIRAS-RS                                ;4321667                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;203,4
SCORE                    ;NÃO INFORMADO       ;8565;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;87,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;264,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;UBERABA-MG                                        ;3170107                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;199,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;156,95
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;163,03
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;270,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;250,0
SCORE FLEXI              ;NÃO INFORMADO       ;12007;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;259,36
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;236,6
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;UBERABA-MG                                        ;3170107                       ;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;205,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;152,59
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;161,4
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;273,6
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;237,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;UBERABA-MG                                        ;3170107                       ;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;117,8
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;156,97
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;164,97
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;270,0
SCORE FLEXI              ;EC 250 + 250 G/L PRO;12008;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;268,0
SECADOR                  ;5M X 3M - LONA 150 M;14101;CARAUARI-AM                                       ;1301001                       ;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
SECAGEM NO TERREIRO S/ EN;NÃO INFORMADO       ;10333;MANHUAÇU-MG                                       ;3139409                       ;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
SEED+                    ;MICRONUTRIENTE SOLO ;12094;PELOTAS-RS                                        ;4314407                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;145,0
SEED+                    ;MICRONUTRIENTE SOLO ;12094;PELOTAS-RS                                        ;4314407                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;145,0
SELECT                   ;240 CE 240 G/L CLETO;4070;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;45,0
SELECT                   ;240 CE 240 G/L CLETO;4070;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;33,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;28,5
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;34,53
SELECT                   ;240 CE 240 G/L CLETO;4070;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;31,81
SELECT                   ;EC 240 G/L + 646,52 ;14033;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;49,38
SELECT                   ;240 CE 240 G/L CLETO;4070;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;39,0
SELECT                   ;EC 240 G/L + 646,52 ;14033;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;34,62
SELECT                   ;240 CE 240 G/L CLETO;4070;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;54,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;36,12
SELECT                   ;240 CE 240 G/L CLETO;4070;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;35,93
SELECT                   ;240 CE 240 G/L CLETO;4070;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;38,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;45,0
SELECT                   ;EC 240 G/L + 646,52 ;14033;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;32,72
SELECT                   ;240 CE 240 G/L CLETO;4070;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;38,0
SELECT                   ;NÃO INFORMADO       ;5641;CONTENDA-PR                                       ;4106209                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;39,68
SELECT                   ;240 CE 240 G/L CLETO;4070;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;39,12
SELECT                   ;240 CE 240 G/L CLETO;4070;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;39,69
SELECT                   ;NÃO INFORMADO       ;5641;ALFREDO WAGNER-SC                                 ;4200705                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;61,45
SELECT                   ;EC 240 G/L + 646,52 ;14033;SANGÃO-SC                                         ;4215455                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;56,0
SELECT                   ;NÃO INFORMADO       ;5641;ITÁPOLIS-SP                                       ;3522703                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;85,6
SELECT                   ;240 CE 240 G/L CLETO;4070;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;45,0
SELECT                   ;240 CE 240 G/L CLETO;4070;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;37,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;24,3
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;35,1
SELECT                   ;240 CE 240 G/L CLETO;4070;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;32,48
SELECT                   ;EC 240 G/L + 646,52 ;14033;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;49,24
SELECT                   ;240 CE 240 G/L CLETO;4070;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;40,0
SELECT                   ;EC 240 G/L + 646,52 ;14033;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;35,91
SELECT                   ;240 CE 240 G/L CLETO;4070;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;45,05
SELECT                   ;240 CE 240 G/L CLETO;4070;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;40,5
SELECT                   ;240 CE 240 G/L CLETO;4070;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;39,0
SELECT                   ;240 CE 240 G/L CLETO;4070;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;40,8
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;55,5
SELECT                   ;EC 240 G/L + 646,52 ;14033;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;33,7
SELECT                   ;240 CE 240 G/L CLETO;4070;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;44,0
SELECT                   ;240 CE 240 G/L CLETO;4070;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;37,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;35,76
SELECT                   ;EC 240 G/L + 646,52 ;14033;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;42,44
SELECT                   ;240 CE 240 G/L CLETO;4070;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;63,0
SELECT                   ;240 CE 240 G/L CLETO;4070;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;40,0
SELECT                   ;240 CE 240 G/L CLETO;4070;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;41,5
SELECT                   ;240 CE 240 G/L CLETO;4070;SÃO LUIZ GONZAGA-RS                               ;4318903                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;39,0
SELECT                   ;240 CE 240 G/L CLETO;4070;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;49,4
SELECT                   ;240 CE 240 G/L CLETO;4070;FREI ROGÉRIO-SC                                   ;4205555                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;40,71
SELECT                   ;EC 240 G/L + 646,52 ;14033;PEDRO AFONSO-TO                                   ;1716505                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;31,5
SELECT ONE PACK          ;120 G/L CLETODIM UPL;12853;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;99,22
SELECT ONE PACK          ;NÃO INFORMADO       ;12852;GUAXUPÉ-MG                                        ;3128709                       ;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;103,0
SELECT ONE PACK          ;120 G/L CLETODIM UPL;12853;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;98,23
SELECT ONE PACK          ;120 G/L CLETODIM UPL;12853;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;100,4
SEMEADEIRA               ;19 LINHAS - PLANTIO ;11985;UBIRATÃ-PR                                        ;4128005                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;243000,0
SEMEADEIRA               ;A LANÇO             ;11892;ELDORADO DO SUL-RS                                ;4306767                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;14986,0
SEMEADEIRA               ;19 LINHAS - PLANTIO ;11985;UBIRATÃ-PR                                        ;4128005                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;240000,0
SEMEADEIRA E ADUBADEIRA  ;1,3 TONELADA A LANÇO;15139;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;22900,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;12812;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;433639,0
SEMEADEIRA E ADUBADEIRA  ;30 LINHAS JOHN DEERE;12787;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1406348,0
SEMEADEIRA E ADUBADEIRA  ;25 LINHAS - PLANTIO ;12823;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1324703,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;7361;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;243000,0
SEMEADEIRA E ADUBADEIRA  ;20 LINHAS - PLANTIO ;13667;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;260000,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;13665;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;250000,0
SEMEADEIRA E ADUBADEIRA  ;21 LINHAS - PLANTIO ;10802;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;215000,0
SEMEADEIRA E ADUBADEIRA  ;NÃO INFORMADO       ;7356;CANGUÇU-RS                                        ;4304507                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;54357,14
SEMEADEIRA E ADUBADEIRA  ;17 LINHAS           ;14866;SANTA ROSA-RS                                     ;4317202                       ;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;206005,68
SEMEADEIRA E ADUBADEIRA  ;600 KG BRASÉLIO     ;12651;MASSARANDUBA-SC                                   ;4210605                       ;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;7800,0
SEMEADEIRA E ADUBADEIRA  ;1,3 TONELADA A LANÇO;15139;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;30000,0
SEMEADEIRA E ADUBADEIRA  ;25 LINHAS - PLANTIO ;12823;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1324703,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;12812;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;433629,0
SEMEADEIRA E ADUBADEIRA  ;30 LINHAS JOHN DEERE;12787;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1406348,0
SEMEADEIRA E ADUBADEIRA  ;20 LINHAS - PLANTIO ;13667;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;260000,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;13665;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;250000,0
SEMEADEIRA E ADUBADEIRA  ;21 LINHAS - PLANTIO ;10802;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;190000,0
SEMEADEIRA E ADUBADEIRA  ;1,3 TONELADA A LANÇO;15139;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;30000,0
SEMEADEIRA E ADUBADEIRA  ;30 LINHAS JOHN DEERE;12787;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1442910,0
SEMEADEIRA E ADUBADEIRA  ;25 LINHAS - PLANTIO ;12823;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1359100,0
SEMEADEIRA E ADUBADEIRA  ;19 LINHAS - PLANTIO ;12812;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;442900,0
SEMEADORA SEMEATO TDNG   ;26 LINHAS SEMEATO   ;14778;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;340200,0
SEMEADORA SEMEATO TDNG   ;15 LINHAS           ;15040;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;215000,0
SEMEADORA SEMEATO TDNG   ;26 LINHAS SEMEATO   ;14778;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;314101,75
SEMEADORA SEMEATO TDNG   ;15 LINHAS           ;15040;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;202000,0
SEMEADORA SEMEATO TDNG   ;26 LINHAS SEMEATO   ;14778;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;292000,0
SEMEADURA, PICACAO E RETI;NÃO INFORMADO       ;14630;CORURIPE-AL                                       ;2702306                       ;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
SEMENTE DE ALGODAO       ;TRATADA BASF S.A. FM;13611;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,03
SEMENTE DE ALGODAO       ;DP 1746 B2RF DELTA P;13413;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TMG 47 B2RF TRATADA ;13412;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11635;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,01
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;54,0
SEMENTE DE ALGODAO       ;MONSANTO DO BRASIL L;12536;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;65,0
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11635;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;65,0
SEMENTE DE ALGODAO       ;TRATADA BAYER CROPSC;12061;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TRATADA BAYER CROPSC;12062;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,01
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11635;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;134,23
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;123,91
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12498;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;98,4
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11633;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;139,4
SEMENTE DE ALGODAO       ;FISCALIZADA B2RF    ;13715;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11633;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;DP 1746 B2RF DELTA P;13413;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;TRATADA BASF S.A. FM;13611;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,03
SEMENTE DE ALGODAO       ;TMG 47 B2RF TRATADA ;13412;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11635;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,01
SEMENTE DE ALGODAO       ;TROPICAL MELHORAMENT;12499;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;55,0
SEMENTE DE ALGODAO       ;BAYER CROPSCIENCE LT;11635;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;60,0
